id;jenis_kelamin;umur;asal;penempatan;gaji;pendidikan;IPK;pengalaman;jenis_rekrut;status_rekrut
2919;0;2;31;31;2;2;03.07;2;1;1
2920;1;2;4;4;2;2;03.03;0;1;1
2921;0;1;19;19;2;2;03.06;2;1;1
2922;1;2;30;9;3;0;02.17;5;2;0
2923;1;1;26;26;3;3;0,192361111;3;2;1
2924;1;1;23;24;3;0;01.13;4;2;0
2925;0;2;8;8;2;3;0,177777778;4;2;1
2926;0;2;21;21;2;2;0,179166667;3;2;1
2927;1;3;13;11;3;0;01.42;4;2;0
2928;1;2;21;21;1;2;03.04;0;1;1
2929;1;2;16;10;5;0;0,139583333;5;2;0
2930;0;1;25;3;3;0;0,086111111;0;1;0
2931;1;1;32;32;3;2;0,175;4;2;1
2932;0;2;2;21;5;0;02.52;3;1;0
2933;1;2;28;28;2;1;03.04;1;1;1
2934;0;1;22;22;3;1;0,190972222;4;2;1
2935;0;1;4;4;2;2;03.05;1;1;1
2936;0;2;16;2;5;0;0,106944444;2;1;0
2937;1;2;29;29;2;2;03.07;0;1;1
2938;0;1;32;32;2;3;0,19375;2;2;1
2939;1;2;19;3;5;0;0,105555556;2;1;0
2940;1;1;16;16;3;2;0,169444444;2;2;1
2941;1;2;31;31;3;1;0,172222222;3;2;1
2942;0;3;8;31;3;0;02.41;0;2;0
2943;1;1;20;23;5;0;0,108333333;5;1;0
2944;0;1;8;27;3;0;01.35;2;1;0
2945;1;1;15;33;4;0;01.01;1;1;0
2946;0;3;15;30;5;0;0,147222222;2;2;0
2947;1;2;9;9;3;1;03.26;4;2;1
2948;0;1;27;27;1;2;03.04;2;1;1
2949;1;3;10;3;5;0;0,0875;5;2;0
2950;1;2;11;11;1;2;03.09;1;1;1
2951;0;2;23;23;2;1;4;2;1;1
2952;1;1;21;4;3;0;02.51;1;2;0
2953;1;1;14;14;3;1;03.38;4;2;1
2954;1;2;25;25;3;3;0,179166667;3;2;1
2955;1;1;7;3;5;0;0,098611111;1;2;0
2956;1;1;1;1;2;1;03.04;1;1;1
2957;1;3;11;3;5;0;0,147916667;4;2;0
2958;0;2;23;23;3;3;0,175694444;2;2;1
2959;0;2;2;13;3;0;01.52;5;1;0
2960;1;3;27;1;3;0;0,086111111;5;2;0
2961;1;1;16;16;1;2;03.09;1;1;1
2962;0;2;6;6;2;1;03.01;0;1;1
2963;1;1;20;9;4;0;02.26;0;1;0
2964;1;2;9;26;3;0;01.45;4;2;0
2965;1;1;11;11;3;2;03.31;4;2;1
2966;0;2;27;27;3;1;0,184722222;3;2;1
2967;1;2;1;29;4;0;02.07;3;2;0
2968;1;2;1;1;2;1;0,182638889;2;2;1
2969;1;1;20;20;2;2;03.02;2;1;1
2970;0;1;25;25;1;1;03.01;0;1;1
2971;1;1;33;33;1;1;03.05;0;1;1
2972;0;1;16;16;1;1;03.03;0;1;1
2973;0;2;11;11;3;2;03.46;2;2;1
2974;1;2;9;9;2;3;0,18125;4;2;1
2975;1;2;32;5;4;0;01.46;0;2;0
2976;1;2;26;13;3;0;01.09;2;2;0
2977;1;1;2;14;4;0;01.34;5;2;0
2978;0;1;1;17;4;0;01.06;4;2;0
2979;0;1;30;30;2;1;03.43;2;2;1
2980;1;2;26;26;3;2;0,168055556;3;2;1
2981;1;2;7;7;1;1;03.09;1;1;1
2982;1;1;28;23;4;0;01.34;2;1;0
2983;0;2;22;22;2;2;03.32;2;2;1
2984;1;2;26;26;3;1;0,18125;2;2;1
2985;1;2;22;22;2;2;03.08;1;1;1
2986;1;2;28;1;5;0;0,093055556;3;1;0
2987;0;1;5;23;5;0;01.04;5;1;0
2988;0;1;23;23;3;1;03.52;4;2;1
2989;1;2;25;25;1;1;03.02;1;1;1
2990;1;2;23;23;2;1;0,177777778;3;2;1
2991;1;2;18;18;1;1;03.03;1;1;1
2992;0;2;25;25;2;1;03.45;3;2;1
2993;1;1;31;31;1;1;03.08;2;1;1
2994;0;3;1;15;5;0;02.03;0;2;0
2995;1;1;8;8;3;3;0,179166667;2;2;1
2996;1;2;3;3;2;2;03.08;0;1;1
2997;0;2;4;17;4;0;01.47;2;2;0
2998;0;1;10;10;2;1;03.02;2;1;1
2999;0;2;15;20;5;0;0,152083333;4;1;0
3000;1;2;10;10;2;3;0,174305556;3;2;1
3001;0;2;25;3;4;0;02.02;4;2;0
3002;0;3;31;4;3;0;0,105555556;5;2;0
3003;0;2;15;24;5;0;01.36;3;1;0
3004;0;3;16;23;3;0;0,103472222;0;1;0
3005;0;2;19;14;5;0;02.51;1;1;0
3006;1;3;16;17;5;0;0,126388889;4;1;0
3007;0;1;14;5;5;0;01.05;1;2;0
3008;0;1;15;19;4;0;0,091666667;5;2;0
3009;0;3;32;10;5;0;02.08;5;1;0
3010;0;2;15;15;3;3;03.39;3;2;1
3011;0;2;25;25;1;2;03.08;2;1;1
3012;1;2;8;8;2;1;0,172222222;2;2;1
3013;0;3;34;25;5;0;01.36;5;2;0
3014;1;2;11;11;2;1;03.07;2;1;1
3015;0;1;13;13;1;2;03.04;1;1;1
3016;1;1;15;20;4;0;02.05;1;1;0
3017;1;2;1;1;2;2;0,192361111;4;2;1
3018;0;2;29;25;3;0;01.25;0;2;0
3019;0;1;31;31;2;1;0,188888889;2;2;1
3020;0;1;20;20;1;2;03.07;2;1;1
3021;0;1;18;13;5;0;02.16;4;1;0
3022;1;1;12;12;1;1;03.09;1;1;1
3023;1;3;30;10;3;0;0,150694444;1;2;0
3024;0;2;3;17;3;0;01.03;4;2;0
3025;0;2;10;4;4;0;0,097916667;1;1;0
3026;1;1;15;20;3;0;0,136111111;2;1;0
3027;0;1;27;23;4;0;0,126388889;0;2;0
3028;1;3;29;25;4;0;0,147222222;4;1;0
3029;0;2;27;27;3;3;03.38;4;2;1
3030;1;2;2;16;5;0;0,133333333;5;2;0
3031;1;2;23;23;2;1;03.01;2;1;1
3032;1;1;11;11;1;2;03.02;1;1;1
3033;0;2;33;27;4;0;0,127083333;3;2;0
3034;1;1;4;4;1;1;03.02;1;1;1
3035;0;3;33;23;5;0;02.54;2;2;0
3036;1;2;5;5;2;3;0,177083333;2;2;1
3037;0;3;9;22;3;0;01.47;2;2;0
3038;0;3;13;22;3;0;02.44;4;2;0
3039;1;2;26;26;2;1;03.02;2;1;1
3040;1;1;4;3;3;0;01.09;0;1;0
3041;1;3;16;5;3;0;0,084722222;0;1;0
3042;0;1;28;28;2;2;03.05;1;1;1
3043;1;2;24;17;4;0;01.25;3;2;0
3044;1;1;18;18;2;3;03.48;2;2;1
3045;0;1;19;6;4;0;02.44;4;1;0
3046;0;1;29;32;5;0;02.01;0;2;0
3047;1;2;19;8;4;0;02.58;3;2;0
3048;1;1;27;27;2;1;03.01;2;1;1
3049;0;3;17;27;3;0;0,135416667;3;1;0
3050;0;2;11;2;5;0;01.51;5;1;0
3051;0;3;23;16;3;0;0,140972222;4;1;0
3052;0;1;14;20;4;0;0,147916667;1;1;0
3053;0;1;11;13;3;0;02.16;2;2;0
3054;1;2;4;4;2;3;03.26;4;2;1
3055;1;1;8;11;5;0;02.43;0;2;0
3056;1;3;21;34;3;0;0,097916667;5;1;0
3057;1;2;27;27;1;1;03.03;1;1;1
3058;1;2;3;3;2;3;0,177777778;2;2;1
3059;1;3;9;15;3;0;0,151388889;3;1;0
3060;0;1;18;25;5;0;0,103472222;1;1;0
3061;0;1;32;1;5;0;01.01;1;2;0
3062;0;3;26;16;5;0;0,136111111;2;2;0
3063;1;2;30;30;2;1;03.04;1;1;1
3064;1;2;6;2;4;0;02.32;4;1;0
3065;0;1;8;8;3;3;0,174305556;3;2;1
3066;0;3;12;30;4;0;01.41;1;2;0
3067;0;1;25;33;5;0;02.55;0;2;0
3068;1;2;13;6;4;0;0,135416667;3;2;0
3069;0;2;33;33;2;2;0,192361111;3;2;1
3070;0;1;15;5;5;0;01.14;4;2;0
3071;1;2;25;25;4;0;0,086805556;0;2;0
3072;0;1;33;27;5;0;0,093055556;3;2;0
3073;0;1;15;15;3;2;03.27;4;2;1
3074;0;2;27;27;3;1;0,192361111;4;2;1
3075;1;3;32;14;4;0;0,133333333;1;1;0
3076;1;3;22;2;5;0;0,104861111;2;2;0
3077;0;1;3;3;3;1;0,177777778;3;2;1
3078;0;3;13;11;4;0;0,142361111;4;1;0
3079;0;2;8;8;1;1;03.09;2;1;1
3080;0;1;18;18;1;2;03.09;0;1;1
3081;0;1;31;31;2;2;4;2;1;1
3082;1;3;10;11;5;0;0,110416667;0;1;0
3083;0;2;3;31;4;0;0,125694444;0;2;0
3084;1;1;13;13;3;3;0,190277778;3;2;1
3085;0;3;15;13;5;0;0,102083333;2;1;0
3086;0;1;9;9;3;1;0,175694444;3;2;1
3087;1;2;9;9;4;0;01.04;5;1;0
3088;1;1;24;29;3;0;02.22;4;1;0
3089;1;2;8;8;2;2;03.09;0;1;1
3090;1;1;14;14;1;1;03.02;0;1;1
3091;0;3;8;33;4;0;0,098611111;2;1;0
3092;1;1;6;6;3;3;0,190972222;2;2;1
3093;0;2;33;33;2;1;03.01;0;1;1
3094;0;1;31;31;2;2;03.57;3;2;1
3095;0;1;24;24;2;1;03.02;1;1;1
3096;0;2;34;34;2;3;03.48;3;2;1
3097;1;2;3;25;3;0;01.35;2;1;0
3098;1;2;20;20;3;2;03.26;4;2;1
3099;0;2;20;6;5;0;01.15;2;2;0
3100;1;1;13;13;3;3;03.32;3;2;1
3101;0;2;34;11;3;0;01.11;1;1;0
3102;1;2;13;29;4;0;01.16;3;1;0
3103;1;1;34;34;2;2;03.01;1;1;1
3104;1;1;23;8;5;0;02.23;3;2;0
3105;0;1;5;5;1;1;03.06;0;1;1
3106;0;2;30;30;2;2;03.07;2;1;1
3107;0;2;4;29;4;0;01.34;0;2;0
3108;0;1;29;10;5;0;02.12;4;1;0
3109;1;1;16;16;1;2;03.04;2;1;1
3110;1;1;3;3;3;3;0,188888889;4;2;1
3111;1;1;16;16;2;3;0,177777778;3;2;1
3112;0;1;21;21;1;2;03.07;2;1;1
3113;0;2;19;19;2;3;03.46;3;2;1
3114;0;1;31;20;4;0;02.38;3;1;0
3115;1;2;6;14;4;0;01.13;5;2;0
3116;1;3;16;14;3;0;0,147916667;3;2;0
3117;1;1;33;21;5;0;02.23;3;2;0
3118;0;1;21;7;4;0;02.06;2;2;0
3119;1;3;21;26;4;0;02.58;4;2;0
3120;0;2;33;33;2;2;03.01;1;1;1
3121;0;1;3;8;4;0;01.58;0;2;0
3122;0;2;21;28;3;0;0,128472222;1;2;0
3123;1;2;30;30;1;1;03.04;0;1;1
3124;0;1;17;17;2;1;03.08;1;1;1
3125;1;2;29;29;2;1;03.56;2;2;1
3126;0;1;9;9;2;1;03.03;2;1;1
3127;0;1;10;10;3;3;0,167361111;3;2;1
3128;0;2;10;10;2;2;03.07;1;1;1
3129;0;3;25;31;5;0;01.03;4;2;0
3130;0;3;32;17;5;0;02.03;1;1;0
3131;0;1;9;9;2;1;0,185416667;4;2;1
3132;1;2;32;32;2;3;0,167361111;2;2;1
3133;1;2;16;12;5;0;02.17;1;1;0
3134;1;3;34;34;4;0;02.09;2;2;0
3135;1;1;25;28;4;0;0,090972222;5;1;0
3136;0;2;30;30;1;2;03.03;2;1;1
3137;0;1;22;22;2;3;03.28;4;2;1
3138;0;1;16;16;2;2;03.04;2;2;1
3139;1;1;27;27;1;2;03.06;2;1;1
3140;1;2;30;4;3;0;0,084027778;2;1;0
3141;0;1;16;10;4;0;0,135416667;4;1;0
3142;0;1;29;29;2;1;03.03;0;1;1
3143;1;2;22;26;4;0;0,127777778;0;1;0
3144;1;3;19;6;5;0;02.06;1;1;0
3145;0;2;29;29;2;2;03.06;0;1;1
3146;0;1;24;29;5;0;02.09;1;1;0
3147;0;1;2;18;4;0;01.55;2;1;0
3148;0;2;27;27;1;2;03.07;2;1;1
3149;1;1;12;3;5;0;02.36;1;1;0
3150;1;2;24;24;2;2;4;0;1;1
3151;0;3;25;7;4;0;01.04;4;1;0
3152;0;2;2;33;5;0;01.59;2;1;0
3153;0;1;3;3;1;2;03.09;0;1;1
3154;1;1;25;9;3;0;0,130555556;0;1;0
3155;1;2;34;2;3;0;0,135416667;3;2;0
3156;1;3;22;3;3;0;02.13;4;1;0
3157;0;1;23;23;2;3;03.58;3;2;1
3158;1;1;16;16;2;2;03.03;2;1;1
3159;1;2;15;15;3;2;0,186805556;3;2;1
3160;0;1;21;21;1;1;03.04;1;1;1
3161;1;1;17;17;3;1;03.55;2;2;1
3162;1;3;22;11;4;0;01.13;1;1;0
3163;0;2;18;18;3;3;0,191666667;4;2;1
3164;1;2;13;13;1;2;03.01;0;1;1
3165;1;2;21;21;2;1;03.06;1;1;1
3166;0;1;24;32;5;0;02.31;0;2;0
3167;1;1;16;16;2;2;03.01;2;1;1
3168;0;1;27;15;3;0;02.54;1;1;0
3169;1;2;19;19;3;1;0,172222222;2;2;1
3170;1;2;13;13;2;1;03.01;1;1;1
3171;1;1;25;33;4;0;02.37;2;1;0
3172;0;1;16;16;2;3;03.36;2;2;1
3173;1;3;30;25;4;0;01.05;1;1;0
3174;0;1;33;33;2;1;03.01;1;1;1
3175;0;3;2;10;4;0;02.28;1;1;0
3176;1;1;22;4;5;0;0,140972222;2;1;0
3177;0;1;31;31;2;1;0,177083333;2;2;1
3178;0;3;22;22;5;0;01.54;0;2;0
3179;1;2;9;9;2;2;03.05;1;1;1
3180;1;1;21;21;2;3;0,168055556;3;2;1
3181;1;2;27;2;3;0;0,108333333;1;1;0
3182;1;2;23;23;4;0;0,092361111;2;1;0
3183;0;3;22;9;4;0;01.49;1;2;0
3184;0;1;30;30;2;1;0,179861111;4;2;1
3185;0;1;28;28;2;1;03.43;4;2;1
3186;0;2;21;4;3;0;02.52;2;1;0
3187;1;1;9;23;4;0;01.57;2;2;0
3188;0;3;9;19;4;0;0,092361111;5;2;0
3189;1;2;32;32;2;2;03.01;0;1;1
3190;1;1;3;18;3;0;02.07;2;2;0
3191;1;1;4;3;4;0;02.38;5;2;0
3192;0;1;33;33;1;1;03.08;1;1;1
3193;1;1;11;11;2;1;0,188194444;3;2;1
3194;0;1;8;8;3;1;03.52;3;2;1
3195;0;2;15;32;5;0;0,095138889;2;2;0
3196;1;1;12;25;5;0;01.42;1;1;0
3197;1;2;3;3;2;2;03.05;1;1;1
3198;1;1;34;34;2;2;03.04;1;1;1
3199;0;2;1;27;5;0;02.01;5;2;0
3200;0;3;14;32;3;0;01.16;4;2;0
3201;0;1;29;29;5;0;01.44;2;1;0
3202;0;1;28;28;1;1;03.08;0;1;1
3203;1;3;21;20;4;0;02.23;4;2;0
3204;1;1;7;9;5;0;01.46;3;2;0
3205;0;1;15;23;5;0;01.15;3;2;0
3206;1;2;21;13;5;0;01.19;1;1;0
3207;1;2;24;24;2;2;4;2;2;1
3208;1;1;34;29;3;0;01.24;2;2;0
3209;0;1;28;17;3;0;0,10625;1;1;0
3210;0;2;10;10;2;1;0,172222222;3;2;1
3211;0;3;31;15;3;0;02.01;1;1;0
3212;0;2;31;31;1;1;03.01;2;1;1
3213;0;1;17;17;2;1;03.02;0;1;1
3214;1;3;11;10;4;0;02.54;5;2;0
3215;0;1;25;25;2;2;03.05;1;1;1
3216;1;3;5;32;5;0;01.57;4;1;0
3217;0;2;16;16;3;2;03.28;4;2;1
3218;1;2;3;3;3;3;03.07;2;2;1
3219;1;1;19;19;3;2;0,190972222;4;2;1
3220;1;2;26;5;5;0;0,096527778;4;1;0
3221;1;1;6;6;3;2;03.54;4;2;1
3222;0;1;5;16;3;0;02.18;4;1;0
3223;0;1;5;25;4;0;01.08;3;2;0
3224;0;1;14;14;3;3;0,181944444;4;2;1
3225;1;2;8;28;5;0;0,152083333;5;2;0
3226;1;2;2;21;5;0;0,148611111;0;2;0
3227;0;1;30;30;1;1;4;2;1;1
3228;0;2;24;24;1;2;4;2;1;1
3229;0;3;6;32;4;0;0,140277778;0;2;0
3230;0;3;28;5;5;0;0,101388889;4;2;0
3231;0;2;28;27;4;0;02.24;0;2;0
3232;1;2;30;30;2;3;03.27;4;2;1
3233;1;1;20;33;3;0;0,145138889;2;1;0
3234;1;3;22;24;4;0;02.58;0;2;0
3235;0;1;24;25;5;0;01.16;0;1;0
3236;0;3;9;17;4;0;02.06;4;1;0
3237;1;3;18;23;3;0;0,132638889;2;2;0
3238;0;2;9;9;3;3;0,170138889;4;2;1
3239;0;1;7;7;2;2;03.07;0;1;1
3240;0;1;24;24;2;2;03.03;2;1;1
3241;1;1;22;22;2;2;4;0;1;1
3242;1;2;3;3;1;1;03.03;2;1;1
3243;0;1;3;21;3;0;01.27;0;1;0
3244;1;1;8;9;5;0;02.28;2;2;0
3245;1;1;4;4;2;2;03.03;0;1;1
3246;0;2;24;17;4;0;0,127777778;0;1;0
3247;0;2;28;28;2;1;03.09;2;1;1
3248;1;1;11;11;4;0;02.26;2;2;0
3249;1;2;28;28;1;1;03.06;0;1;1
3250;0;2;1;7;4;0;01.21;0;1;0
3251;1;3;23;4;5;0;02.39;5;1;0
3252;0;2;22;20;4;0;02.59;4;2;0
3253;1;2;30;30;2;2;03.08;2;2;1
3254;1;1;11;11;2;3;03.06;2;2;1
3255;0;3;24;15;3;0;01.51;1;1;0
3256;0;3;26;25;4;0;0,134722222;0;1;0
3257;1;2;14;32;5;0;02.04;1;1;0
3258;0;1;31;31;2;2;0,182638889;2;2;1
3259;0;3;26;32;5;0;02.46;3;2;0
3260;1;1;4;1;4;0;02.37;4;1;0
3261;0;2;4;4;2;1;0,19375;3;2;1
3262;0;1;9;9;2;2;03.03;1;1;1
3263;1;2;11;11;2;1;03.05;1;1;1
3264;0;2;1;1;1;2;03.01;0;1;1
3265;0;3;2;22;4;0;0,109722222;0;1;0
3266;1;3;6;26;3;0;0,099305556;5;1;0
3267;1;2;2;2;3;2;0,190972222;4;2;1
3268;0;3;20;15;4;0;0,129861111;1;1;0
3269;0;1;28;28;2;2;03.28;4;2;1
3270;0;2;30;5;4;0;0,088194444;5;1;0
3271;1;3;32;22;3;0;01.03;2;1;0
3272;0;1;32;9;5;0;01.27;2;1;0
3273;1;1;28;10;4;0;02.02;2;1;0
3274;1;1;10;18;5;0;0,136111111;2;2;0
3275;0;2;4;4;2;2;03.08;0;1;1
3276;1;1;11;11;2;3;0,171527778;3;2;1
3277;0;1;26;26;1;1;4;2;1;1
3278;0;1;20;18;4;0;02.45;1;1;0
3279;0;3;19;13;3;0;02.55;4;2;0
3280;1;3;7;27;5;0;0,127777778;5;2;0
3281;1;2;18;18;2;2;03.09;2;2;1
3282;0;1;31;1;4;0;02.24;5;1;0
3283;1;1;12;12;1;2;4;1;1;1
3284;0;1;6;6;2;3;03.03;4;2;1
3285;1;2;28;17;3;0;02.58;4;1;0
3286;1;2;29;29;2;2;03.08;0;1;1
3287;1;3;31;5;3;0;02.13;5;2;0
3288;1;2;9;9;1;2;03.08;1;1;1
3289;0;2;23;27;4;0;0,140277778;2;2;0
3290;0;2;23;23;2;1;03.01;1;1;1
3291;1;1;6;6;2;2;03.41;3;2;1
3292;1;2;17;17;1;2;4;2;1;1
3293;1;2;23;25;5;0;0,132638889;4;1;0
3294;0;2;32;17;3;0;01.24;5;2;0
3295;0;2;31;31;2;2;03.06;0;1;1
3296;1;2;7;34;5;0;0,151388889;2;1;0
3297;1;2;8;8;1;2;03.07;2;1;1
3298;1;2;18;18;3;1;03.32;2;2;1
3299;0;2;20;31;5;0;02.42;4;2;0
3300;0;2;6;29;5;0;02.49;4;2;0
3301;0;1;21;31;5;0;01.48;3;2;0
3302;1;2;24;24;1;1;03.02;2;1;1
3303;1;2;9;6;3;0;0,098611111;4;1;0
3304;1;3;13;16;4;0;01.56;1;2;0
3305;0;3;34;9;3;0;0,133333333;5;1;0
3306;1;2;14;4;4;0;01.05;4;2;0
3307;1;2;29;32;5;0;02.23;3;2;0
3308;1;2;7;2;4;0;02.13;2;2;0
3309;0;2;10;22;3;0;0,151388889;4;2;0
3310;1;1;28;28;2;2;03.05;0;1;1
3311;0;1;14;14;2;1;0,172916667;4;2;1
3312;1;1;9;9;3;3;03.38;4;2;1
3313;1;1;34;34;2;3;03.26;4;2;1
3314;1;2;17;17;1;2;03.01;2;1;1
3315;0;1;21;21;1;2;03.01;0;1;1
3316;1;2;28;3;4;0;0,152083333;1;2;0
3317;1;3;8;6;5;0;02.29;4;2;0
3318;0;2;2;5;4;0;01.05;5;2;0
3319;1;2;12;12;3;2;0,168055556;4;2;1
3320;0;2;15;34;5;0;01.35;2;1;0
3321;0;2;25;5;3;0;02.16;0;1;0
3322;1;2;7;32;3;0;0,15;0;1;0
3323;0;1;34;34;3;2;03.33;2;2;1
3324;0;2;27;22;5;0;01.05;2;1;0
3325;0;2;10;18;5;0;02.48;0;2;0
3326;1;2;17;17;3;2;03.28;2;2;1
3327;0;1;11;11;1;2;03.05;2;1;1
3328;1;3;33;18;5;0;01.55;3;1;0
3329;1;1;22;20;4;0;0,147222222;1;2;0
3330;0;1;21;21;1;1;03.08;0;1;1
3331;0;1;22;6;3;0;01.15;1;1;0
3332;1;2;16;16;2;3;0,192361111;4;2;1
3333;0;2;24;20;5;0;01.49;1;1;0
3334;1;2;8;21;3;0;01.38;4;2;0
3335;1;1;29;29;2;2;0,190277778;2;2;1
3336;1;2;30;30;1;2;4;0;1;1
3337;1;1;11;11;2;1;03.07;1;1;1
3338;0;2;5;5;2;2;0,167361111;2;2;1
3339;0;2;29;29;3;2;0,172222222;3;2;1
3340;1;2;2;2;1;2;03.01;0;1;1
3341;0;2;29;27;5;0;02.48;4;1;0
3342;0;1;32;32;3;1;0,19375;3;2;1
3343;1;3;28;30;5;0;01.22;4;1;0
3344;0;1;28;28;3;3;0,178472222;4;2;1
3345;1;3;6;32;4;0;0,151388889;1;1;0
3346;0;2;2;2;2;1;0,170833333;4;2;1
3347;1;2;32;32;1;1;03.05;2;1;1
3348;0;1;22;9;3;0;01.02;3;2;0
3349;0;3;30;7;5;0;02.13;4;2;0
3350;0;1;29;29;3;0;02.22;3;2;0
3351;1;1;6;6;3;1;03.33;3;2;1
3352;0;2;14;14;3;1;0,16875;3;2;1
3353;1;2;29;29;2;2;03.06;0;1;1
3354;0;1;24;24;2;1;03.08;2;1;1
3355;1;1;20;20;2;2;03.07;1;1;1
3356;0;1;11;11;3;3;0,19375;2;2;1
3357;0;1;29;7;4;0;02.23;0;1;0
3358;0;1;8;8;2;1;03.01;2;1;1
3359;1;1;24;3;3;0;02.36;0;2;0
3360;1;2;15;15;1;2;4;1;1;1
3361;0;1;33;25;5;0;02.34;5;1;0
3362;1;2;21;21;2;1;03.07;2;2;1
3363;0;1;28;16;3;0;0,140972222;5;2;0
3364;1;3;20;16;5;0;0,109722222;4;1;0
3365;1;1;3;14;5;0;02.22;3;2;0
3366;0;1;10;10;2;2;03.09;1;1;1
3367;0;2;20;20;2;1;03.09;2;1;1
3368;0;2;23;23;2;1;03.46;2;2;1
3369;1;2;1;1;1;1;03.09;1;1;1
3370;0;3;11;32;5;0;01.27;5;1;0
3371;0;2;21;21;1;1;03.02;2;1;1
3372;0;2;32;32;2;1;03.03;1;1;1
3373;0;1;7;14;3;0;0,103472222;4;1;0
3374;1;3;24;18;3;0;0,088194444;2;2;0
3375;0;2;29;29;1;2;03.09;2;1;1
3376;0;3;1;3;4;0;02.31;4;2;0
3377;1;1;7;7;3;2;0,170833333;3;2;1
3378;1;1;34;34;2;1;03.48;4;2;1
3379;1;2;32;32;2;2;03.02;2;1;1
3380;0;1;1;1;3;2;0,181944444;2;2;1
3381;0;2;26;26;1;2;4;1;1;1
3382;0;1;32;32;3;3;03.28;2;2;1
3383;1;1;16;7;4;0;01.03;1;1;0
3384;0;1;16;16;2;2;03.07;2;1;1
3385;1;1;32;1;3;0;01.14;5;1;0
3386;0;1;12;12;2;1;03.01;0;1;1
3387;0;3;12;9;5;0;02.39;4;2;0
3388;0;3;16;19;4;0;02.31;2;2;0
3389;0;2;27;27;2;1;4;0;1;1
3390;1;2;15;15;1;2;4;0;1;1
3391;1;1;14;14;3;1;0,177777778;4;2;1
3392;0;1;26;7;4;0;02.39;2;2;0
3393;1;1;22;22;1;2;4;0;1;1
3394;1;3;23;6;4;0;0,091666667;0;1;0
3395;0;1;31;31;3;2;03.35;3;2;1
3396;0;2;1;1;2;2;03.05;3;2;1
3397;1;2;1;1;2;3;0,186805556;3;2;1
3398;0;3;20;13;3;0;01.37;5;2;0
3399;0;1;18;18;3;2;0,169444444;3;2;1
3400;1;1;17;15;3;0;02.36;3;1;0
3401;1;1;21;21;2;3;03.59;3;2;1
3402;0;2;34;34;2;2;4;3;2;1
3403;0;1;15;15;1;1;03.06;2;1;1
3404;1;1;5;25;3;0;02.44;2;2;0
3405;0;1;6;6;2;3;03.44;3;2;1
3406;0;2;20;25;3;0;0,129861111;1;2;0
3407;1;1;2;10;3;0;01.09;0;1;0
3408;0;1;9;9;1;2;03.03;2;1;1
3409;1;2;1;13;3;0;0,109722222;1;1;0
3410;1;2;31;17;4;0;02.14;2;2;0
3411;0;1;26;26;1;1;03.06;0;1;1
3412;1;1;31;31;3;1;0,189583333;3;2;1
3413;0;2;4;4;3;3;0,168055556;4;2;1
3414;0;1;20;20;1;1;03.09;1;1;1
3415;0;1;2;5;5;0;0,097916667;5;2;0
3416;1;1;24;24;1;1;03.05;1;1;1
3417;1;3;21;3;3;0;01.14;0;2;0
3418;1;1;26;26;2;3;0,168055556;3;2;1
3419;1;2;33;33;2;3;03.49;4;2;1
3420;0;2;16;1;4;0;0,105555556;5;2;0
3421;1;1;29;26;3;0;0,151388889;2;1;0
3422;0;3;12;7;4;0;0,096527778;5;2;0
3423;1;2;13;13;3;3;0,190277778;3;2;1
3424;1;1;25;10;5;0;01.45;1;1;0
3425;0;1;14;14;1;2;03.07;0;1;1
3426;0;2;24;24;2;2;03.55;3;2;1
3427;1;1;10;10;2;2;03.05;1;1;1
3428;1;1;5;5;2;2;03.01;1;1;1
3429;0;3;19;24;4;0;01.55;1;2;0
3430;1;1;21;21;2;3;0,188888889;3;2;1
3431;0;3;31;12;3;0;01.04;2;1;0
3432;1;1;21;21;2;2;03.01;2;1;1
3433;1;1;4;29;4;0;0,091666667;1;2;0
3434;1;3;21;30;5;0;0,096527778;3;2;0
3435;0;2;27;34;3;0;02.28;0;1;0
3436;0;2;29;4;4;0;01.06;4;1;0
3437;0;2;2;28;5;0;02.22;1;2;0
3438;0;2;32;32;1;1;03.08;2;1;1
3439;1;1;30;30;2;1;03.08;0;1;1
3440;1;2;25;25;2;2;03.06;3;2;1
3441;0;1;33;33;1;2;03.06;1;1;1
3442;0;3;25;24;3;0;01.08;5;1;0
3443;0;2;31;17;4;0;02.54;5;2;0
3444;0;2;33;33;2;2;03.05;4;2;1
3445;0;1;25;29;5;0;02.59;4;2;0
3446;0;1;12;12;2;1;03.05;3;2;1
3447;1;3;12;8;4;0;0,147916667;2;1;0
3448;1;2;27;27;1;2;03.09;2;1;1
3449;1;1;11;11;2;3;03.09;4;2;1
3450;0;1;32;4;3;0;01.31;1;1;0
3451;1;2;10;14;4;0;0,130555556;2;2;0
3452;1;2;4;7;5;0;0,149305556;3;1;0
3453;1;1;11;2;5;0;02.59;3;1;0
3454;0;1;10;10;2;3;03.56;3;2;1
3455;0;3;23;30;5;0;01.26;0;2;0
3456;1;1;14;14;1;1;03.02;1;1;1
3457;1;2;27;27;1;1;03.04;2;1;1
3458;0;2;27;16;4;0;02.08;0;2;0
3459;1;1;15;23;5;0;01.26;5;2;0
3460;0;1;32;32;1;1;03.02;1;1;1
3461;0;1;20;20;2;1;03.33;4;2;1
3462;1;1;24;15;4;0;0,147222222;1;2;0
3463;0;1;34;34;2;1;03.38;3;2;1
3464;0;1;14;14;2;2;03.05;0;1;1
